Name,Gender,Country,Party,Position,Branch,YearTookOffice,YearLeftOffice,Status,Twitter,Has_Twitter,match_score,univ_Gender,univ_Country,univ_Party,univ_Position,univ_Branch,univ_Role,univ_YearTookOffice,univ_Status,univ_Region
Sandra Zampa,Female,Italy,Democratic Party,,Legislative,2022,,Current,szampa56,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sandro Biasotti,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,83.33333333333334,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sandro Ruotolo,Male,Italy,independent politician,,Legislative,2020,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sandro Sisler,Male,Italy,,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Santi Cappellani,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara Cunial,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara De Angelis,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara Ferrari,Female,Italy,Democratic Party,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara Foscolo,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara Kelany,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sara Moretto,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,sara_moretto,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Saverio Congedo,Male,Italy,The People of Freedom,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Saverio De Bonis,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sebastiano Cubeddu,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sergio Battelli,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sergio Puglia,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sergio Rastrelli,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sergio Romagnoli,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sergio Torromino,Male,Italy,Forza Italia,,Legislative,2020,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sergio Vaccaro,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Sergio Vallotto,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Serse Soverini,Male,Italy,Italy in Common,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sestino Giacomoni,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvana Giannuzzi,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Silvana Nappi,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvana Snider,Female,Italy,Lega Nord,,Legislative,2021,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvia Benedetti,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,SilviaBM5S,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvia Covolo,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvia Fregolent,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,SilviaFregolent,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvia Fregolent,Female,Italy,Democratic Party,,Legislative,2022,,Current,SilviaFregolent,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Silvio Berlusconi,Male,Italy,Forza Italia,,Legislative,2022,2023,Former,berlusconi,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Silvio Franceschelli,Male,Italy,Democratic Party,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Silvio Giovine,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simona Bordonali,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simona Malpezzi,Female,Italy,Democratic Party,,Legislative,2022,,Current,SimonaMalpezzi,True,81.08108108108108,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simona Malpezzi,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,SimonaMalpezzi,True,81.08108108108108,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simona Nocerino,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,81.08108108108108,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simona Pergreffi,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simona Petrucci,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simona Suriano,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simona Vietina,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simone Baldelli,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simone Billi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Simone Bossi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simone Pillon,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Simone Valente,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,ValenteM5S,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Sonia Fregolent,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stanislao Di Piazza,Male,Italy,Christian Democracy,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefania Ascari,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,stefania_ascari,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Craxi,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,82.75862068965517,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Craxi,Female,Italy,Forza Italia,,Legislative,2022,,Current,,False,82.75862068965517,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Mammì,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,96.55172413793103,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Pezzopane,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Prestigiacomo,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefania Pucciarelli,Female,Italy,Lega Nord,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefania Pucciarelli,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Benigni,Male,Italy,Cambiamo!,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Borghesi,Male,Italy,Lega Nord,,Legislative,2022,,Current,BorghesiStefano,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Borghesi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,BorghesiStefano,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Buffagni,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Candiani,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Ceccanti,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,StefanoCeccanti,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Collina,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,CollinaStefano,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Corti,Male,Italy,Lega Nord,,Legislative,2019,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Fassina,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,StefanoFassina,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Lepri,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Lucidi,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,sfnlcd,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Stefano Maria Benvenuti Gostoli,Male,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Mugnai,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Stefano Patuanelli,Male,Italy,Five Star Movement,,Legislative,2022,,Current,spatua,True,100.0,m,Italy,Five Star Movement,"Minister of Agricultural, Food and Forestry Policies",Executive,Council,2021,Previous,
Stefano Patuanelli,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,spatua,True,100.0,m,Italy,Five Star Movement,"Minister of Agricultural, Food and Forestry Policies",Executive,Council,2021,Previous,
Stefano Vignaroli,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,SVignaroli,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Susanna Cenni,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Susanna Donatella Campione,Female,Italy,Brothers of Italy,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Susy Matrisciano,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tatjana Rojc,Female,Italy,Democratic Party,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tatjana Rojc,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Teresa Bellanova,Female,Italy,Italy Alive,,Legislative,2018,2022,Former,TeresaBellanova,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Teresa Manzo,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Tilde Minasi,Female,Italy,,,Legislative,2022,,Current,TildeMinasi,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tilde Minasi,Female,Italy,,,Legislative,2021,2022,Former,TildeMinasi,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tino Magni,Male,Italy,Sinistra Italiana,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tiziana Ciprini,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Tiziana Nisini,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Tiziana Piccolo,Female,Italy,Lega Nord,,Legislative,2019,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Tommaso Calderone,Male,Italy,Forza Italia,,Legislative,2022,,Current,TommasoCaldero1,True,80.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tommaso Cerno,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tommaso Foti,Male,Italy,National Alliance,,Legislative,2018,2022,Former,,False,100.0,m,Italy,Brothers of Italy,"Minister for European Affairs, Southern Italy, Cohesion Policy and the NRRP",Executive,Council,2022,Incumbent,
Tommaso Nannicini,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Tullio Ferrante,Male,Italy,,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Tullio Patassini,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Ubaldo Pagano,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Ugo Cappellacci,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Ugo Grassi,Male,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Ugo Parolo,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Umberto Bossi,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Umberto Buratti,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Umberto Del Basso De Caro,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Umberto Fusco,Male,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Valentina Aprea,Female,Italy,The People of Freedom,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentina Barzotti,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentina Corneli,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentina D'Orso,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentina Grippo,Female,Italy,Action,,Legislative,2022,,Current,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentina Palmisano,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valentino Valentini,Male,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Valeria Alessandrini,Female,Italy,Lega Nord,,Legislative,2020,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Valeria Fedeli,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,valeriafedeli,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Valeria Sudano,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Valeria Valente,Female,Italy,Democratic Party,,Legislative,2022,,Current,ValeriaValente_,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Valeria Valente,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,ValeriaValente_,True,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Vanessa Cattoi,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Vania Valbusa,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Vanna Iori,Female,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Vannia Gava,Female,Italy,Lega Nord,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Vasco Errani,Male,Italy,Democratic Party,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Veronica Giannone,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Vilma Moronese,Female,Italy,Five Star Movement,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Vincenza Aloisio,Female,Italy,Five Star Movement,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Vincenza Labriola,Female,Italy,Forza Italia,,Legislative,2018,2022,Former,,False,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
Vincenza Rando,Female,Italy,Democratic Party,,Legislative,2022,,Current,,False,100.0,,Italy,,Member of Senate,Legislative,Upper-Chamber Parliament,,,
Vincenzo Amendola,Male,Italy,Democratic Party,,Legislative,2022,,Current,amendolaenzo,True,100.0,,Italy,,Chamber of Deputies,Legislative,Lower-Chamber Parliament,,,
